"TIPO_VIVIENDA","VALOR_VIVIENDA","PATRIMONIO","NACIONALIDAD","IMPORTE","CUOTA","INGRESOS","SALDO","EDAD","ESTADO_CIVIL","CLASE"
"Propiedad libre",290000,160000,"Español",12000,250,33502,0,55,"Casado","SI"
"Vive con la familia",0,0,"Español",1101,31,2376,0,21,"Soltero","SI"
"Propiedad hipotecada",160000,0,"Extranjero",1119,93,17592,0,56,"Separado","SI"
"Propiedad libre",186000,373000,"Español",9000,250,26100,0,56,"Casado","SI"
"Propiedad libre",132500,38600,"Español",9000,250,32761,0,47,"Casado","SI"
"Otros",0,0,"Extranjero",18000,369,17497,0,29,"Soltero","SI"
"Vive con la familia",0,0,"Español",11000,271,8985,0,61,"Soltero","SI"
"Propiedad hipotecada",200000,0,"Español",9000,250,30469,0,58,"Casado","SI"
"Propiedad libre",135000,0,"Español",9000,250,16500,0,55,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,26023,0,32,"Soltero","SI"
"Propiedad hipotecada",100000,0,"Español",12000,246,13127,0,35,"Soltero","SI"
"Propiedad hipotecada",237000,0,"Español",2955,82,10639,0,62,"Soltero","SI"
"Propiedad hipotecada",122879,0,"Español",9000,250,17100,0,33,"Soltero","SI"
"Vive con la familia",29220,0,"Español",15850,239,11203,0,32,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Español",10000,205,17009,0,38,"Soltero","SI"
"Vive con la familia",130000,0,"Español",1119,31,1500,0,20,"Soltero","SI"
"Alquiler",0,0,"Extranjero",3000,95,10800,0,42,"Casado","SI"
"Propiedad hipotecada",85058,0,"Español",9000,250,20322,0,38,"Casado","SI"
"Alquiler",0,0,"Extranjero",5000,103,18000,0,32,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Español",6000,167,NA,0,40,"Soltero","SI"
"Vive con la familia",0,18000,"Español",1345,37,0,0,21,"Soltero","SI"
"Propiedad libre",100000,36061,"Español",12000,243,6380,0,49,"Soltero","SI"
"Propiedad libre",260000,0,"Español",6000,123,4771,0,70,"Casado","SI"
"Propiedad hipotecada",42500,0,"Español",6000,125,19914,0,46,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,35362,0,29,"Soltero","SI"
"Propiedad libre",200000,0,"Español",9000,250,25000,0,58,"Soltero","SI"
"Vive con la familia",0,0,"Español",593,49,18030,0,25,"Soltero","SI"
"Propiedad hipotecada",150250,0,"Español",2500,93,10962,0,30,"Casado","SI"
"Propiedad hipotecada",200000,0,"Español",6000,189,32000,0,60,"Casado","SI"
"Propiedad hipotecada",240000,0,"Español",9000,250,54590,0,48,"Casado","SI"
"Propiedad hipotecada",490000,60000,"Español",9000,250,30016,0,61,"Soltero","SI"
"Propiedad libre",180000,0,"Español",9000,250,14359,0,44,"Soltero","SI"
"Alquiler",0,0,"Español",7000,142,1,0,NA,"Soltero","SI"
"Propiedad hipotecada",150000,0,"Español",2312,64,14700,0,47,"Casado","SI"
"Alquiler",0,0,"Extranjero",4000,126,9975,0,25,"Soltero","SI"
"Propiedad libre",945000,260000,"Español",12000,240,6918,0,53,"Casado","SI"
"Propiedad libre",25500,0,"Español",3250,103,NA,0,78,"Casado","SI"
"Otros",0,2550,"Español",9000,250,16828,0,60,"Casado","SI"
"Propiedad hipotecada",120000,0,"Español",1208,101,15681,0,45,"Casado","SI"
"Propiedad hipotecada",240000,0,"Español",9000,250,23249,0,43,"Casado","SI"
"Propiedad hipotecada",214083,0,"Español",9000,250,27244,0,42,"Casado","SI"
"Propiedad libre",240000,0,"Español",9000,250,22859,0,53,"Casado","SI"
"Vive con la familia",0,0,"Español",8000,197,13872,0,34,"Soltero","SI"
"Vive con la familia",0,0,"Español",1345,37,4987,0,26,"Soltero","SI"
"Propiedad libre",400000,0,"Español",9000,250,59897,0,NA,"Casado","SI"
"Propiedad hipotecada",25500,125080,"Español",15000,293,29078,0,47,"Casado","SI"
"Propiedad hipotecada",114000,6000,"Español",18000,311,29922,0,33,"Casado","SI"
"Vive con la familia",0,0,"Español",795,66,19500,0,53,"Soltero","SI"
"Propiedad hipotecada",410000,0,"Español",6000,167,20643,0,46,"Casado","SI"
"Alquiler",0,0,"Extranjero",4000,99,39900,0,43,"Casado","SI"
"Propiedad libre",250000,270000,"Español",35000,710,12956,0,77,"Casado","SI"
"Propiedad libre",25000,0,"Español",9000,250,NA,0,44,"Casado","SI"
"Alquiler",0,0,"Extranjero",1000,87,NA,0,32,"Casado","NO"
"Propiedad hipotecada",71036,0,"Extranjero",1658,46,11200,0,32,"Casado","SI"
"Propiedad hipotecada",110000,0,"Español",6900,144,28541,0,50,"Casado","SI"
"Propiedad hipotecada",80000,3000,"Español",648,18,NA,0,33,"Casado","SI"
"Propiedad hipotecada",64146,0,"Español",12000,373,16693,0,56,"Casado","SI"
"Propiedad libre",131827,0,"Español",9000,250,25623,0,53,"Casado","SI"
"Propiedad libre",100000,20000,"Español",27000,554,14989,0,49,"Casado","SI"
"Propiedad hipotecada",180000,0,"Español",648,18,17820,0,43,"Casado","SI"
"Propiedad hipotecada",88000,1000,"Español",648,18,30143,0,58,"Casado","SI"
"Propiedad hipotecada",41200,1000,"Español",9000,250,NA,0,33,"Casado","SI"
"Propiedad hipotecada",90000,0,"Extranjero",3000,95,14175,0,25,"Casado","SI"
"Propiedad hipotecada",240000,0,"Español",8000,197,55461,0,45,"Casado","SI"
"Propiedad hipotecada",166348,0,"Español",648,18,33500,0,45,"Casado","SI"
"Alquiler",0,0,"Extranjero",6000,150,13029,0,36,"Casado","SI"
"Vive con la familia",0,0,"Español",1240,34,0,0,31,"Soltero","SI"
"Propiedad libre",72000,121500,"Español",648,18,39230,0,52,"Casado","SI"
"Propiedad libre",200000,0,"Español",6000,167,18713,0,52,"Casado","SI"
"Vive con la familia",0,0,"Español",1305,36,0,0,20,"Soltero","SI"
"Propiedad hipotecada",250000,0,"Extranjero",2000,56,15622,0,40,"Casado","SI"
"Propiedad libre",100000,0,"Español",6000,167,25544,0,46,"Soltero","SI"
"Propiedad hipotecada",67000,0,"Español",9000,250,55561,0,47,"Casado","SI"
"Propiedad libre",150000,0,"Español",648,18,25000,0,64,"Casado","SI"
"Propiedad hipotecada",65000,0,"Español",648,18,23370,12562,40,"Casado","SI"
"Propiedad libre",150000,0,"Español",648,18,2496,1667,62,"Casado","SI"
"Alquiler",0,0,"Español",5000,103,12573,0,29,"Casado","SI"
"Vive con la familia",0,0,"Español",1793,50,16347,204,22,"Soltero","SI"
"Propiedad libre",75000,12000,"Español",25000,432,6000,8448,58,"Casado","SI"
"Propiedad libre",120000,20000,"Español",828,23,10023,1153,45,"Casado","SI"
"Propiedad hipotecada",80000,0,"Español",3100,76,12000,0,37,"Soltero","SI"
"Propiedad hipotecada",75000,0,"Español",648,18,14825,13246,38,"Casado","SI"
"Propiedad libre",47115,0,"Español",16000,328,10500,-165,37,"Soltero","SI"
"Propiedad hipotecada",35000,9000,"Español",2500,78,19579,0,44,"Separado","SI"
"Propiedad libre",180000,0,"Español",648,18,14382,2899,69,"Soltero","SI"
"Alquiler",0,0,"Español",9000,250,25838,868,54,"Separado","SI"
"Propiedad libre",90000,0,"Español",648,18,80000,339116,54,"Casado","SI"
"Propiedad hipotecada",150000,0,"Español",8000,160,20945,593,32,"Soltero","SI"
"Propiedad hipotecada",200000,60000,"Español",648,18,14000,47562,42,"Casado","SI"
"Propiedad libre",300000,0,"Español",9000,250,9691,15977,73,"Casado","SI"
"Propiedad libre",120000,30000,"Español",9000,250,18537,11261,51,"Soltero","SI"
"Propiedad libre",130000,0,"Español",648,18,4327,957,50,"Casado","SI"
"Vive con la familia",0,0,"Español",1380,38,5912,192,23,"Soltero","SI"
"Vive con la familia",0,0,"Español",2000,56,0,0,25,"Soltero","SI"
"Propiedad hipotecada",120000,0,"Español",648,18,16500,376,53,"Separado","SI"
"Propiedad libre",66000,0,"Español",648,18,11518,2210,NA,"Casado","SI"
"Propiedad libre",72000,40000,"Español",15000,263,16942,25940,57,"Casado","SI"
"Vive con la familia",0,0,"Español",1305,36,2894,3,21,"Soltero","SI"
"Vive con la familia",0,0,"Español",3000,83,29620,5679,41,"Soltero","SI"
"Propiedad libre",420000,0,"Español",9000,250,30585,2783,56,"Casado","SI"
"Propiedad libre",75000,60000,"Español",2500,79,17400,6029,56,"Separado","SI"
"Propiedad libre",100000,150000,"Español",648,18,15235,43212,47,"Casado","SI"
"Propiedad hipotecada",365750,152290,"Español",6000,167,23694,14926,50,"Casado","SI"
"Propiedad libre",120000,0,"Español",9000,185,3600,5185,46,"Casado","SI"
"Alquiler",0,0,"Extranjero",5000,186,15045,410,31,"Casado","SI"
"Propiedad libre",60000,0,"Español",9000,250,31688,12793,60,"Casado","SI"
"Vive con la familia",0,0,"Español",10000,208,13270,786,24,"Soltero","SI"
"Vive con la familia",0,0,"Español",1160,32,11219,94,25,"Soltero","SI"
"Propiedad hipotecada",35000,18000,"Español",9000,250,19207,11399,NA,"Casado","SI"
"Propiedad hipotecada",15000,6000,"Extranjero",24000,415,11102,0,26,"Soltero","SI"
"Otros",0,0,"Extranjero",21000,511,18921,109,49,"Soltero","SI"
"Vive con la familia",0,0,"Español",4000,125,19012,222,30,"Soltero","SI"
"Alquiler",0,0,"Extranjero",12000,246,17678,300,35,"Separado","SI"
"Propiedad hipotecada",90000,20000,"Español",19000,376,14483,210,35,"Casado","SI"
"Propiedad libre",120000,0,"Español",3000,74,14972,52,63,"Soltero","SI"
"Alquiler",0,0,"Extranjero",14315,250,19518,613,32,"Soltero","NO"
"Propiedad libre",90000,20000,"Español",648,18,16000,4104,56,"Casado","SI"
"Propiedad libre",109000,0,"Español",3000,83,20546,195,48,"Casado","SI"
"Vive con la familia",0,0,"Español",1063,30,NA,0,20,"Soltero","SI"
"Propiedad libre",71666,0,"Español",13000,407,19375,11576,42,"Casado","SI"
"Propiedad libre",768000,51000,"Español",14000,249,25189,976,64,"Soltero","SI"
"Alquiler",0,0,"Extranjero",7000,144,14151,373,44,"Casado","SI"
"Propiedad hipotecada",28000,0,"Extranjero",7000,173,12705,161,31,"Casado","SI"
"Propiedad hipotecada",46020,0,"Español",648,18,5985,4586,33,"Casado","SI"
"Propiedad libre",180000,0,"Español",648,18,0,5874,58,"Soltero","SI"
"Propiedad hipotecada",24000,0,"Español",8000,222,14704,2923,36,"Casado","SI"
"Propiedad libre",175000,200000,"Español",9000,250,NA,4701,61,"Casado","SI"
"Vive con la familia",0,0,"Español",1063,30,5256,1088,21,"Soltero","SI"
"Alquiler",0,0,"Extranjero",12000,379,17989,374,42,"Casado","NO"
"Vive con la familia",20000,15000,"Español",17000,337,20450,2983,40,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,185,19237,9848,49,"Soltero","SI"
"Propiedad hipotecada",15000,30000,"Español",648,18,13251,6089,46,"Casado","SI"
"Propiedad hipotecada",180304,0,"Español",12000,246,16374,767,44,"Separado","SI"
"Propiedad hipotecada",20000,11000,"Español",14500,452,19948,423,36,"Casado","SI"
"Propiedad libre",300000,0,"Español",9000,250,30051,6012,49,"Casado","SI"
"Propiedad hipotecada",293000,3000,"Español",16000,321,35649,0,56,"Separado","SI"
"Propiedad hipotecada",35000,0,"Español",17000,309,NA,449,49,"Separado","SI"
"Vive con la familia",0,0,"Español",800,67,6000,1432,22,"Soltero","SI"
"Propiedad hipotecada",161019,0,"Español",9000,250,36883,60,NA,"Soltero","SI"
"Propiedad libre",180000,0,"Español",648,18,7430,764,74,"Casado","SI"
"Propiedad libre",354000,340000,"Español",12000,379,16433,-11,61,"Casado","SI"
"Propiedad hipotecada",150000,0,"Español",669,56,105978,93700,51,"Separado","SI"
"Otros",0,0,"Español",9000,250,13720,14972,57,"Casado","SI"
"Propiedad libre",252500,0,"Español",6000,167,32252,227,65,"Casado","SI"
"Propiedad hipotecada",300000,0,"Español",9000,250,40432,348,45,"Casado","SI"
"Propiedad libre",120000,0,"Español",15000,366,20552,6253,64,"Soltero","SI"
"Vive con la familia",0,0,"Español",4000,82,15708,1922,62,"Casado","SI"
"Alquiler",0,0,"Extranjero",3000,83,19275,-337,41,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,250,28232,0,32,"Soltero","SI"
"Propiedad hipotecada",95000,0,"Español",12000,213,15025,5707,45,"Separado","SI"
"Propiedad hipotecada",90000,0,"Español",9000,250,20660,4338,52,"Casado","SI"
"Otros",0,0,"Español",3000,95,10003,2,53,"Casado","SI"
"Propiedad hipotecada",150000,30000,"Español",7000,146,14842,712,NA,"Casado","SI"
"Vive con la familia",0,0,"Español",1894,53,0,465,20,"Soltero","SI"
"Propiedad libre",120000,0,"Español",9000,250,39646,1179,41,"Casado","SI"
"Propiedad libre",100000,20000,"Español",21000,366,8289,1124,45,"Casado","SI"
"Propiedad hipotecada",562000,0,"Español",15000,297,38386,0,53,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,250,13500,1738,NA,"Soltero","SI"
"Propiedad libre",120000,0,"Español",2500,114,6000,70,46,"Casado","SI"
"Propiedad libre",250000,0,"Español",1390,116,23679,6013,41,"Casado","SI"
"Propiedad libre",57750,0,"Español",6000,274,21678,33049,57,"Casado","SI"
"Propiedad hipotecada",54000,0,"Español",6000,273,5678,137,51,"Casado","SI"
"Propiedad hipotecada",3000,0,"Español",1500,106,10950,27,50,"Separado","NO"
"Propiedad libre",100000,0,"Español",4400,139,10878,-30,90,"Soltero","SI"
"Propiedad libre",65000,88500,"Español",20000,334,14046,4199,47,"Casado","SI"
"Propiedad libre",200000,0,"Español",648,18,32000,4082,45,"Casado","SI"
"Vive con la familia",0,0,"Español",4000,148,14264,167,23,"Soltero","NO"
"Propiedad hipotecada",30000,0,"Extranjero",2500,114,10519,79,45,"Casado","SI"
"Propiedad hipotecada",111000,0,"Español",9000,250,41478,0,46,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,375,31298,2912,28,"Soltero","SI"
"Vive con la familia",0,0,"Español",13000,267,24731,554,29,"Soltero","SI"
"Alquiler",0,0,"Extranjero",7000,173,13234,3738,42,"Casado","SI"
"Otros",0,0,"Español",27000,547,5516,6783,31,"Casado","SI"
"Vive con la familia",0,0,"Español",7000,318,NA,378,24,"Soltero","SI"
"Propiedad hipotecada",57000,2000,"Español",6000,126,NA,9025,26,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,250,15448,15822,43,"Soltero","SI"
"Propiedad libre",90101,12000,"Español",9000,250,15068,3549,59,"Casado","SI"
"Propiedad libre",180253,12000,"Español",9000,250,NA,3549,60,"Casado","SI"
"Otros",0,0,"Español",10000,244,14023,0,28,"Soltero","SI"
"Propiedad hipotecada",127000,0,"Extranjero",10000,251,21089,372,32,"Casado","SI"
"Alquiler",0,0,"Extranjero",2200,100,15452,-19,44,"Casado","NO"
"Propiedad hipotecada",120000,0,"Español",1152,96,15681,17459,45,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,10168,4830,27,"Soltero","SI"
"Otros",0,0,"Español",6000,189,15308,1459,61,"Soltero","SI"
"Propiedad hipotecada",552300,0,"Español",9000,250,16060,4590,NA,"Casado","SI"
"Alquiler",0,0,"Extranjero",6000,148,7800,0,23,"Casado","SI"
"Propiedad hipotecada",514000,0,"Español",8000,142,44368,12249,37,"Casado","SI"
"Propiedad libre",90000,50000,"Español",648,18,16544,18885,68,"Casado","SI"
"Propiedad libre",225000,480000,"Español",9000,250,33027,21314,58,"Casado","SI"
"Propiedad libre",10,0,"Español",648,18,7400,14426,72,"Casado","SI"
"Propiedad libre",120000,0,"Español",648,18,9400,14304,77,"Casado","SI"
"Propiedad libre",180000,50000,"Español",648,18,30000,1019,44,"Casado","SI"
"Propiedad libre",240000,0,"Español",9000,250,NA,9393,51,"Soltero","SI"
"Vive con la familia",0,0,"Extranjero",8900,224,13365,0,23,"Soltero","SI"
"Propiedad hipotecada",28000,40000,"Español",6000,148,16405,6575,31,"Soltero","SI"
"Propiedad hipotecada",200000,150000,"Español",648,18,8400,8579,60,"Casado","SI"
"Vive con la familia",0,0,"Español",5500,174,14269,301,26,"Soltero","SI"
"Propiedad libre",240000,0,"Español",659,18,33600,1979,54,"Soltero","SI"
"Propiedad libre",115339,0,"Español",3000,62,16194,1963,66,"Casado","SI"
"Propiedad libre",127000,0,"Español",9000,188,15429,8112,48,"Separado","SI"
"Propiedad hipotecada",50000,0,"Español",10000,178,42031,0,46,"Casado","SI"
"Vive con la familia",0,0,"Español",1309,36,0,2760,21,"Soltero","SI"
"Propiedad hipotecada",200000,0,"Español",9000,250,18052,55320,44,"Soltero","SI"
"Propiedad hipotecada",90150,12000,"Español",9000,250,15338,576,42,"Casado","SI"
"Propiedad hipotecada",61265,25000,"Español",10000,205,14342,6719,46,"Casado","SI"
"Propiedad hipotecada",309000,0,"Español",25000,283,25355,8565,65,"Casado","SI"
"Propiedad hipotecada",80000,0,"Español",12000,296,8546,19434,32,"Casado","SI"
"Propiedad libre",66000,0,"Español",648,18,NA,3605,35,"Casado","SI"
"Propiedad hipotecada",120202,0,"Español",9000,250,NA,91913,47,"Casado","SI"
"Vive con la familia",0,0,"Español",4200,88,13613,95,25,"Soltero","SI"
"Vive con la familia",0,0,"Español",3000,60,8419,249,26,"Soltero","SI"
"Propiedad hipotecada",150000,0,"Español",5000,227,36424,26732,44,"Soltero","SI"
"Propiedad hipotecada",192000,0,"Español",9000,250,36149,1242,42,"Separado","SI"
"Propiedad libre",150000,450000,"Español",12000,296,12695,16377,54,"Casado","SI"
"Propiedad libre",300000,0,"Español",9000,250,25000,7972,60,"Casado","SI"
"Vive con la familia",0,0,"Español",1433,72,3600,274,24,"Soltero","SI"
"Vive con la familia",0,0,"Español",9500,188,11894,57842,32,"Soltero","SI"
"Propiedad hipotecada",288122,0,"Español",1513,76,18990,4467,33,"Soltero","SI"
"Propiedad hipotecada",63650,0,"Español",16000,272,22233,1658,47,"Separado","SI"
"Propiedad libre",300000,0,"Español",9000,250,65000,33897,59,"Casado","SI"
"Propiedad libre",120000,0,"Español",1899,158,7557,10242,51,"Casado","SI"
"Propiedad hipotecada",25000,0,"Español",1600,33,13842,1299,52,"Separado","SI"
"Vive con la familia",0,0,"Español",1236,34,12605,5320,24,"Soltero","SI"
"Propiedad libre",150000,0,"Español",12000,400,20755,1205,42,"Casado","SI"
"Propiedad hipotecada",23581,0,"Extranjero",399,11,20757,915,43,"Casado","SI"
"Alquiler",0,6000,"Extranjero",6000,187,7139,55,51,"Casado","SI"
"Propiedad hipotecada",360000,0,"Español",20000,406,22439,16286,49,"Separado","SI"
"Propiedad hipotecada",60000,0,"Español",648,18,19248,1539,49,"Soltero","SI"
"Propiedad hipotecada",300000,0,"Español",951,79,19972,4093,NA,"Soltero","SI"
"Propiedad libre",300000,0,"Español",20500,513,17263,102,48,"Casado","SI"
"Vive con la familia",0,0,"Español",1467,59,9312,0,25,"Soltero","SI"
"Alquiler",0,0,"Español",699,19,29876,4030,53,"Soltero","SI"
"Vive con la familia",30000,75000,"Español",9000,250,16883,7710,29,"Soltero","SI"
"Propiedad libre",90000,180000,"Español",6000,123,22734,803,58,"Casado","SI"
"Propiedad hipotecada",92717,0,"Español",9000,250,14467,237,41,"Casado","SI"
"Vive con la familia",0,0,"Español",4000,182,11000,167,30,"Casado","SI"
"Propiedad hipotecada",12006,0,"Español",2500,51,13432,-91,37,"Casado","SI"
"Propiedad hipotecada",165000,0,"Español",9000,250,30000,0,44,"Casado","SI"
"Propiedad hipotecada",85000,24000,"Español",6000,189,21316,1216,35,"Casado","SI"
"Alquiler",0,0,"Extranjero",2100,272,20142,0,29,"Soltero","NO"
"Propiedad libre",240000,0,"Español",1203,33,540,22448,60,"Soltero","SI"
"Vive con la familia",0,0,"Español",1500,48,12664,167,30,"Casado","SI"
"Propiedad hipotecada",130000,0,"Español",9000,250,15268,2382,39,"Casado","SI"
"Alquiler",0,0,"Extranjero",5000,103,16831,356,NA,"Soltero","SI"
"Alquiler",0,0,"Extranjero",9000,284,8000,495,26,"Casado","SI"
"Vive con la familia",0,0,"Español",1104,31,0,27092,31,"Soltero","SI"
"Alquiler",0,0,"Extranjero",3000,136,14315,1417,44,"Soltero","SI"
"Propiedad libre",54090,12000,"Español",9000,250,23440,1574,60,"Casado","SI"
"Propiedad hipotecada",90151,9052,"Español",740,21,16650,472,53,"Casado","SI"
"Alquiler",0,0,"Extranjero",9500,232,14267,0,37,"Casado","SI"
"Propiedad hipotecada",7000,0,"Español",10000,200,16382,901,33,"Casado","SI"
"Vive con la familia",0,0,"Español",12000,246,12908,570,27,"Soltero","SI"
"Propiedad hipotecada",275000,15000,"Español",14800,247,5859,2567,38,"Casado","SI"
"Vive con la familia",0,0,"Español",4000,82,11901,1094,57,"Separado","SI"
"Propiedad libre",132000,0,"Español",30000,616,28800,1626,62,"Casado","SI"
"Vive con la familia",0,0,"Español",10000,208,12326,1829,22,"Soltero","SI"
"Alquiler",0,0,"Español",2000,42,11972,228,33,"Soltero","SI"
"Alquiler",0,0,"Español",1522,42,15438,4690,28,"Soltero","SI"
"Alquiler",0,0,"Extranjero",8000,197,14479,219,34,"Casado","SI"
"Otros",0,0,"Español",2500,69,14658,977,60,"Separado","SI"
"Propiedad libre",350000,0,"Español",12000,333,68594,12904,NA,"Casado","SI"
"Vive con la familia",0,0,"Español",745,62,12724,6714,35,"Soltero","SI"
"Propiedad libre",120000,0,"Español",619,52,14790,4856,44,"Casado","SI"
"Alquiler",0,0,"Extranjero",14400,315,7200,0,38,"Casado","SI"
"Otros",0,0,"Español",3500,159,6077,156,56,"Soltero","SI"
"Alquiler",0,0,"Extranjero",5000,230,19892,706,57,"Soltero","NO"
"Propiedad libre",180000,0,"Español",648,18,18000,132896,66,"Casado","SI"
"Vive con la familia",0,0,"Español",1100,31,11172,1373,22,"Soltero","SI"
"Vive con la familia",0,0,"Español",6000,189,13262,53,47,"Soltero","SI"
"Alquiler",0,0,"Español",1560,71,8270,669,37,"Casado","SI"
"Alquiler",0,0,"Extranjero",3000,136,18000,144,46,"Soltero","SI"
"Propiedad libre",168000,0,"Español",1599,44,12766,457,51,"Casado","SI"
"Propiedad hipotecada",65000,0,"Español",1500,42,13050,461,48,"Casado","SI"
"Alquiler",0,0,"Español",1000,87,16000,-80,59,"Soltero","NO"
"Propiedad hipotecada",500000,210000,"Español",18000,320,48795,4978,47,"Casado","SI"
"Propiedad hipotecada",186695,15000,"Español",12500,256,13541,0,40,"Casado","SI"
"Vive con la familia",0,0,"Español",1552,43,4952,48,20,"Soltero","SI"
"Propiedad libre",91000,0,"Español",3000,136,8270,-320,58,"Casado","SI"
"Alquiler",0,0,"Extranjero",9000,185,12979,731,35,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Extranjero",6000,125,13684,122,35,"Separado","SI"
"Vive con la familia",0,0,"Español",803,22,12670,686,20,"Soltero","SI"
"Propiedad hipotecada",200000,0,"Español",880,15,24570,1206,29,"Soltero","SI"
"Alquiler",0,0,"Español",1101,31,0,5059,22,"Soltero","SI"
"Propiedad libre",150000,18000,"Español",6000,189,13638,576,60,"Casado","SI"
"Alquiler",0,0,"Extranjero",1047,29,6873,374,42,"Casado","SI"
"Propiedad libre",120000,0,"Español",15000,308,20576,13571,59,"Casado","SI"
"Vive con la familia",0,0,"Español",5500,245,8137,24363,52,"Casado","SI"
"Alquiler",0,0,"Extranjero",1500,63,12621,907,45,"Soltero","SI"
"Propiedad hipotecada",120000,0,"Español",990,28,1,5520,50,"Casado","SI"
"Propiedad libre",78131,12000,"Español",9000,250,32471,1268,55,"Soltero","SI"
"Vive con la familia",0,0,"Español",1522,42,9269,0,22,"Soltero","SI"
"Propiedad libre",60101,0,"Español",1400,64,11376,405,66,"Soltero","SI"
"Propiedad hipotecada",27030,0,"Español",6000,125,17883,2257,37,"Soltero","SI"
